source_city,destination_city,fare_usd,distance_km,driver_gender,ride_type,customer_name
Boston,Phoenix,48.08,15.07,Male,shared,Phillip Kent
Austin,New York,118.77,20.89,Male,shared,Melinda Mitchell
Boston,Chicago,96.65,50.0,Male,shared,Rhonda Gutierrez
New York,Austin,63.94,49.12,Female,shared,Catherine Roberts
Atlanta,Boston,112.45,24.31,Female,shared,Lisa Nelson
Boston,Phoenix,17.18,20.08,Male,individual,Chelsea Smith
Houston,Seattle,6.38,13.55,Male,shared,Joseph Lopez
Houston,Los Angeles,79.74,22.77,Male,shared,Derrick Espinoza
Austin,Los Angeles,93.27,30.47,Male,shared,Crystal Hernandez
Los Angeles,Chicago,73.98,58.9,Female,shared,Glenn Collins DDS
Seattle,San Francisco,78.07,53.15,Female,individual,Mrs. Raven Rivera DVM
Chicago,Seattle,7.03,54.81,Female,individual,Amy Rowe
Miami,Houston,90.31,30.7,Male,shared,John Lee
New York,Atlanta,92.28,8.32,Male,individual,Ruth Clayton
Boston,Atlanta,14.13,9.12,Female,individual,Randy Wright
Boston,San Francisco,48.21,38.88,Male,individual,Jessica Rojas
Phoenix,Seattle,20.44,19.73,Male,individual,Joel Wise
Houston,Los Angeles,91.31,14.51,Female,individual,Vickie Kennedy
Boston,Phoenix,67.02,54.49,Male,shared,Emily Morris
Atlanta,Austin,64.97,11.83,Male,shared,Amanda Pineda
Denver,Chicago,114.67,4.07,Male,shared,Dawn Little
San Francisco,Chicago,24.97,33.38,Male,shared,Stephen Boyer
Miami,Chicago,54.02,28.56,Male,shared,Brian Chen
Boston,Austin,25.29,15.69,Female,individual,Christopher Hill
Houston,Boston,36.26,47.1,Male,individual,Richard Smith
Austin,Phoenix,24.29,27.04,Female,shared,Richard Alvarez
Denver,New York,92.62,26.22,Male,individual,Jacqueline Davis
Atlanta,Miami,22.57,43.87,Female,individual,Brandon Montgomery
Denver,Los Angeles,57.16,23.13,Female,shared,Yolanda Garrett
Seattle,San Francisco,87.21,12.55,Male,shared,Matthew Miles
New York,Miami,88.99,23.08,Female,individual,Beth Hall
Austin,Seattle,49.16,19.16,Male,individual,Dr. Nicole Trujillo
New York,Chicago,49.25,34.37,Male,individual,Corey Norris
Los Angeles,Seattle,63.6,29.83,Female,shared,Chad Roach
Houston,Austin,111.55,44.4,Male,individual,Mr. Edward Terry
New York,Seattle,77.56,40.91,Male,individual,Cody Bailey
Atlanta,Denver,113.59,9.69,Male,shared,Denise Guerra
New York,Chicago,93.66,39.02,Female,individual,Kristen Jones
Phoenix,Atlanta,117.03,5.74,Male,individual,Edward Baker
San Francisco,Austin,34.08,18.83,Female,individual,Aaron Little
Phoenix,Austin,91.53,55.53,Male,shared,Cody Smith
Houston,Atlanta,94.32,21.32,Male,individual,Patty Allen
Phoenix,Boston,111.95,24.48,Female,shared,Mary Ryan
San Francisco,Denver,5.18,5.12,Female,individual,Joseph Jimenez
Houston,Los Angeles,89.3,11.07,Female,shared,Lisa Morris
Phoenix,San Francisco,27.77,11.74,Male,individual,Ashley Mills
Atlanta,Boston,26.35,4.48,Male,shared,Russell Anderson
Los Angeles,Austin,55.68,54.87,Male,shared,Christina Washington
Chicago,Los Angeles,14.86,8.36,Male,individual,Kenneth Huff
New York,Atlanta,32.0,29.63,Male,shared,Kelly Miles
New York,Los Angeles,91.46,1.43,Male,shared,Jacob Obrien
Boston,Miami,96.06,23.16,Female,individual,Timothy Clark
Denver,Seattle,74.5,20.86,Female,individual,Steve Miller PhD
Boston,Seattle,81.48,23.33,Male,individual,Justin Hurley
Seattle,Chicago,5.35,52.36,Female,shared,Jacob Erickson
New York,Atlanta,19.13,32.31,Male,individual,Deborah Williams
Denver,Atlanta,83.91,52.32,Female,shared,Eric Blackburn
New York,Houston,115.12,48.94,Male,individual,Anne Hardy
New York,Seattle,82.96,14.78,Female,individual,Chelsey Fox
Phoenix,Atlanta,96.31,21.55,Female,shared,Mario White
Phoenix,Austin,38.79,12.51,Male,shared,Jennifer Garcia
San Francisco,Denver,96.63,18.78,Female,shared,Heather Ellis
Denver,Chicago,60.45,32.9,Male,shared,Sonya Jackson
San Francisco,Houston,85.49,7.22,Male,shared,James Morgan
Seattle,Austin,93.13,14.0,Female,individual,Zachary Ramos
Houston,Chicago,81.53,55.44,Female,shared,Ethan Frey
Phoenix,Seattle,105.27,55.98,Male,individual,Jacob Duran
Austin,Phoenix,80.2,47.32,Female,shared,Nicholas Franklin
Boston,Los Angeles,18.3,6.17,Male,individual,Cindy Cannon
Phoenix,Atlanta,112.78,44.93,Male,individual,Dawn Nixon
San Francisco,Seattle,114.72,35.04,Male,individual,James Barber
New York,Atlanta,66.59,50.98,Female,individual,Ms. Kelly Holder
Seattle,Houston,112.4,8.45,Male,shared,Eric Walker
Austin,New York,66.9,28.18,Male,individual,Alison Short
Boston,Denver,83.2,9.7,Female,shared,Desiree Spencer
Phoenix,Houston,102.65,49.84,Male,individual,Tammy Moore
Los Angeles,Miami,118.89,8.28,Female,shared,Henry Taylor
Denver,Los Angeles,85.98,23.23,Female,shared,Kevin Hall
Phoenix,Boston,102.53,56.13,Male,shared,Anna Ross
San Francisco,Denver,88.65,18.65,Male,shared,Morgan Cummings
Miami,Austin,43.8,41.0,Female,individual,Carrie Petersen
Austin,Chicago,65.7,17.7,Male,individual,Laura Velez
Chicago,San Francisco,42.19,47.69,Male,individual,Elizabeth Cross
Denver,Houston,23.82,9.12,Female,individual,Angela Brown
San Francisco,Boston,30.09,45.15,Male,individual,Hannah Montoya
Phoenix,Atlanta,16.72,47.34,Male,individual,Sean Kane
Austin,Houston,101.79,55.63,Male,individual,Matthew Guzman
Denver,San Francisco,113.68,7.92,Female,individual,Richard Reyes
San Francisco,Houston,88.09,15.46,Male,shared,Andrew Fernandez
Austin,Denver,39.81,36.17,Male,individual,Jonathan Walker
Phoenix,Houston,80.73,46.89,Female,individual,Nicholas Long
Houston,Phoenix,56.19,1.68,Male,shared,Kurt Wagner
Chicago,Denver,78.76,54.6,Male,shared,Dylan Foster
Atlanta,Phoenix,118.55,29.29,Male,shared,Bradley Duncan
Austin,Denver,119.99,42.46,Female,shared,James Miller
Chicago,Seattle,12.3,54.62,Male,individual,Patricia Anderson
Phoenix,New York,50.29,49.23,Female,shared,Justin Freeman
Miami,Atlanta,66.98,49.31,Male,shared,Christina Gilbert
Houston,Chicago,25.78,36.35,Male,shared,Danielle Jones
Miami,Denver,97.06,8.26,Male,shared,Erica Glass
Houston,San Francisco,15.1,16.15,Male,shared,Michael Henderson
Chicago,Miami,39.34,58.01,Male,individual,Frank Wheeler
Houston,New York,33.56,3.72,Female,individual,Eric Huerta
San Francisco,Atlanta,61.4,19.46,Female,shared,Wanda Ramos
Phoenix,Chicago,81.2,3.64,Male,shared,Andrew Meyers
San Francisco,Los Angeles,103.45,13.7,Male,shared,James Todd
Atlanta,Seattle,36.9,44.02,Female,shared,Ashley Brown
Miami,Los Angeles,34.98,39.34,Male,individual,Tammy Melton
Denver,Chicago,113.65,40.92,Male,shared,Alexis Benson
Chicago,Houston,89.26,59.73,Male,individual,Jerry Johnson
Atlanta,Houston,79.49,31.17,Male,individual,Joshua Harris
San Francisco,Seattle,119.13,26.58,Male,shared,Deanna Webb
Chicago,Los Angeles,19.33,7.49,Female,shared,Brenda Hale
Seattle,Houston,15.23,54.65,Female,shared,Kevin Alvarado
Boston,Los Angeles,6.13,23.25,Male,individual,Christopher Campbell
Chicago,Phoenix,25.21,43.97,Female,individual,Lisa Brown
Chicago,Miami,45.12,34.76,Female,individual,Alejandra Price
Atlanta,Chicago,108.11,11.07,Female,shared,Samuel Keller
Seattle,Houston,116.32,32.37,Female,individual,Alicia Dillon
Atlanta,San Francisco,34.79,41.51,Male,shared,Crystal James
San Francisco,Austin,70.27,16.77,Female,shared,Ariana Stewart
Houston,Atlanta,53.1,28.01,Female,individual,Kim Lopez
Denver,Miami,37.98,57.2,Male,individual,Judith House
Houston,Chicago,113.96,24.98,Female,shared,David Moreno
Houston,Chicago,13.82,15.16,Male,shared,James Moore
Atlanta,New York,14.73,17.87,Female,shared,Harold Garrett
Austin,Houston,63.5,44.12,Female,individual,William Mason
Miami,Houston,119.76,53.4,Male,individual,Lori Johns
New York,Atlanta,26.87,50.05,Male,individual,Robin Johnson
Phoenix,Miami,91.21,15.41,Male,individual,Diana Hernandez
San Francisco,Houston,111.97,46.06,Male,shared,Mary Miller
Chicago,Seattle,101.53,31.31,Male,individual,Tyler Salazar
Denver,Austin,24.61,58.21,Female,shared,Crystal Allen
Miami,Chicago,38.36,29.5,Female,shared,Wesley Browning
New York,Houston,70.42,13.83,Female,shared,Joshua Clark
Denver,Atlanta,102.56,4.39,Male,individual,Joshua Mcbride
Seattle,Los Angeles,45.7,1.3,Male,individual,Ellen Thornton
Seattle,New York,16.65,30.03,Male,shared,Brandy Forbes
Austin,Chicago,110.01,1.41,Female,shared,Brianna Fitzpatrick
Denver,Austin,48.05,22.51,Male,individual,Emily Grant
Chicago,Denver,80.47,26.92,Male,individual,Bailey Stewart
Phoenix,Austin,5.67,53.13,Male,shared,Monica Cannon
Boston,Los Angeles,9.63,24.28,Female,shared,Jennifer Jenkins
San Francisco,Houston,27.88,29.28,Female,shared,Timothy Shannon
Austin,Denver,68.26,48.19,Male,individual,Denise Maxwell
Austin,Miami,88.49,44.77,Female,shared,Cody Farmer
Chicago,Phoenix,96.16,8.44,Female,shared,Debra Bradley
Houston,Boston,10.98,49.96,Female,shared,David Mcdaniel
Austin,Denver,38.29,29.67,Female,shared,Michael Woods
Atlanta,San Francisco,88.86,12.02,Female,shared,Lisa Joseph
Los Angeles,Boston,81.63,26.32,Female,shared,Samuel Henry
Phoenix,Miami,75.28,12.13,Male,shared,Corey Johnson
Chicago,San Francisco,51.15,17.16,Male,shared,Alexis Nelson
Austin,New York,75.89,6.37,Male,individual,Patrick Mcneil
Austin,Miami,40.24,38.37,Male,shared,Andrea Ho
Seattle,Austin,60.11,31.08,Male,individual,Dr. Katherine Nguyen
Chicago,Los Angeles,46.81,56.64,Female,shared,David Sullivan
Seattle,New York,25.9,1.03,Female,shared,Nicolas James
Los Angeles,Denver,37.22,36.78,Female,shared,Logan Newton
Los Angeles,Denver,46.81,18.96,Male,shared,Kelly Liu
Houston,Miami,93.6,8.69,Female,individual,Kelly Hayes
Phoenix,Atlanta,65.82,22.92,Female,shared,Amanda Forbes
Atlanta,Austin,15.03,7.28,Male,shared,Jennifer Moss
Atlanta,Houston,99.0,12.38,Female,shared,Kelli Mccoy
Chicago,Miami,76.19,18.79,Female,shared,Eddie Sanders
Miami,San Francisco,10.04,12.31,Female,individual,Ronald Murray
Seattle,Denver,77.43,7.93,Female,shared,Louis Brown
Denver,Austin,65.23,57.19,Male,shared,Brenda Gallegos
Atlanta,Los Angeles,85.12,8.61,Male,shared,Nathan Wilson
Phoenix,Boston,90.18,24.45,Male,shared,Teresa Horton
Denver,Miami,49.18,46.98,Female,individual,Jason Hayes
Boston,San Francisco,5.41,34.74,Male,individual,Kevin Marquez
Miami,Phoenix,34.77,51.3,Female,individual,Jesse Wright
Miami,Chicago,24.68,3.69,Male,individual,Susan Hogan
New York,Houston,22.04,53.13,Male,individual,Becky Wilson
New York,Houston,117.7,59.38,Male,shared,Jack Mills
New York,Houston,44.96,36.7,Female,individual,Richard Hunt
Chicago,Miami,35.36,8.88,Female,individual,Jamie James
New York,Houston,98.83,49.61,Male,individual,Susan Cunningham
San Francisco,Los Angeles,116.73,32.71,Male,individual,Brittany Melton
Houston,Los Angeles,105.05,38.42,Male,individual,Michael Barnes
Boston,Seattle,35.91,35.32,Female,shared,Randy Griffin
Denver,Boston,88.93,26.6,Male,individual,Autumn Anderson
Chicago,Denver,25.87,11.92,Male,shared,Marcus King
Atlanta,Denver,113.49,11.64,Female,shared,Scott Stephens
Los Angeles,San Francisco,106.8,49.23,Male,shared,Stephen Young
San Francisco,Chicago,54.04,27.85,Female,shared,Karen Ortiz
Phoenix,Miami,20.79,45.28,Male,shared,Kyle Sanchez
Austin,Phoenix,7.38,49.77,Male,shared,Lisa Grant
Boston,Chicago,35.78,56.38,Male,shared,Amber Hernandez
Chicago,Miami,89.66,20.97,Male,shared,Amanda Nash
San Francisco,Denver,92.36,53.65,Male,individual,Sara Evans
Seattle,Denver,22.77,4.3,Female,shared,Amber Butler
New York,Phoenix,16.82,18.51,Female,shared,Michael Carr
New York,Boston,7.76,26.2,Male,individual,Linda Cobb
Houston,Los Angeles,30.98,52.86,Female,shared,Jesse Riley
Denver,San Francisco,118.94,14.25,Female,individual,Anna Evans
Chicago,Atlanta,43.38,22.27,Male,shared,James Jones
Atlanta,San Francisco,25.48,32.3,Male,individual,Joshua Carter
San Francisco,Houston,84.02,37.86,Female,individual,Michael Hill
Chicago,Los Angeles,110.37,40.04,Female,shared,Kelly Dominguez
New York,San Francisco,94.45,9.65,Male,individual,Ashley Blair
Denver,Phoenix,98.68,7.68,Female,individual,Victoria Webb
San Francisco,Chicago,42.15,8.52,Female,individual,Taylor Andersen
Seattle,Denver,53.74,41.91,Female,individual,Lee Stewart
San Francisco,Houston,110.98,23.61,Female,individual,Whitney Gomez
Miami,Phoenix,99.46,23.69,Female,shared,Justin Stone
Phoenix,Chicago,32.05,1.17,Male,individual,Katherine White
Miami,Denver,115.13,55.33,Male,individual,Michelle Krause
Seattle,San Francisco,38.89,9.5,Female,shared,Alexander Garrett
Boston,Phoenix,11.42,9.13,Male,individual,Ryan Marsh
Phoenix,New York,85.05,26.06,Male,shared,Mrs. Felicia Castro DDS
Houston,Atlanta,13.48,50.41,Male,shared,Curtis Campbell
San Francisco,Seattle,21.25,15.46,Male,individual,Elizabeth Hunter
San Francisco,Phoenix,59.02,9.27,Female,individual,Aaron Jennings
Austin,Seattle,56.06,39.05,Male,individual,Nathaniel Gilbert
Chicago,San Francisco,11.9,38.9,Male,shared,Christopher Rivera
New York,Austin,100.76,41.11,Female,individual,Michael Hendricks
Atlanta,Miami,40.19,14.41,Male,individual,Maria Olson
Chicago,Miami,48.42,57.11,Male,individual,Stephanie Herrera
Atlanta,New York,30.17,11.84,Male,individual,Richard Gutierrez
Denver,Seattle,80.06,24.9,Female,shared,Sandy Evans
New York,Seattle,79.36,12.49,Male,shared,Emily Herrera
Chicago,Seattle,74.37,50.95,Male,shared,Michael Marsh
Los Angeles,San Francisco,67.28,4.85,Male,individual,Heather Montes
Boston,Miami,28.2,55.82,Male,individual,Andre Terrell
Chicago,Atlanta,69.95,34.26,Female,shared,Sarah Duncan
New York,Seattle,15.72,19.21,Female,individual,Kurt Hancock
Austin,Miami,27.41,45.36,Female,shared,Michele Edwards
Phoenix,Houston,16.2,25.03,Male,shared,Jason Crawford
New York,Atlanta,96.55,29.14,Male,individual,Jesse Sampson
San Francisco,Phoenix,83.47,5.65,Male,shared,Eric Rodriguez
Boston,Houston,80.24,46.36,Male,individual,Paula Gentry
Denver,San Francisco,43.99,22.26,Female,shared,Alexander Webb
Phoenix,Houston,49.58,13.32,Male,shared,Cheryl Mclean
Atlanta,Houston,119.36,6.75,Male,shared,Kelly Rowe
Los Angeles,Miami,104.77,48.05,Male,individual,Shane Short
Chicago,Denver,41.08,56.11,Male,shared,Megan Anderson
Los Angeles,Atlanta,46.78,6.26,Male,individual,Julia Reeves
Los Angeles,Denver,117.53,46.03,Female,shared,April Randolph
Chicago,Atlanta,61.15,22.44,Female,individual,Linda Miller
Austin,Atlanta,110.47,8.61,Female,individual,Angel Meyer
Seattle,Chicago,83.45,30.85,Female,shared,Emily Lane
Atlanta,Houston,11.56,47.64,Male,shared,Steven Flores
Chicago,Los Angeles,48.22,34.64,Male,shared,Donald Flores
Austin,Denver,81.95,21.59,Female,individual,Bruce Hernandez
Chicago,Phoenix,25.73,7.39,Female,individual,Adrian Dean
Boston,Austin,42.8,19.72,Female,shared,Christine Bell
Phoenix,Denver,18.15,27.82,Male,individual,Charles Bush
San Francisco,Houston,29.55,34.52,Female,shared,David Jones
Seattle,Austin,117.53,13.59,Male,shared,Gina Wallace
Houston,Austin,36.03,38.51,Male,shared,John Lowe
Chicago,Los Angeles,51.58,18.6,Female,individual,Anthony Simmons
Miami,Boston,82.01,16.31,Male,shared,Kyle Watkins
Austin,Seattle,115.79,18.52,Male,individual,Melissa Jensen
Austin,Denver,59.68,41.64,Male,individual,Robert Marquez
Seattle,Atlanta,49.75,1.59,Male,shared,Kim Beltran
Phoenix,Houston,71.53,9.53,Female,shared,Julie Anderson
San Francisco,Denver,112.39,30.47,Female,shared,Tamara Mcdonald
Houston,Austin,35.22,43.61,Female,shared,Michael Mckinney
Houston,Denver,78.48,35.12,Male,shared,David Walker
Phoenix,Boston,53.32,33.22,Male,individual,Lisa Durham
Boston,Seattle,29.12,12.28,Male,individual,Michael Ortega
Seattle,New York,39.72,19.11,Male,individual,Sonya Chavez
Houston,Denver,52.62,21.75,Female,individual,John Bell
Chicago,San Francisco,57.76,23.01,Male,individual,Christopher Tate
Austin,Los Angeles,102.19,41.62,Female,individual,Bethany Garcia
Phoenix,Atlanta,112.86,54.45,Male,shared,Rebecca Nguyen
Chicago,Phoenix,79.71,37.36,Female,shared,Rebecca Patel
Denver,Atlanta,111.63,6.88,Female,shared,Jason Oliver
Houston,Los Angeles,102.95,13.5,Female,individual,Valerie Reyes
Chicago,Boston,103.48,57.08,Female,individual,Robert Garza
Austin,Houston,85.94,44.73,Male,individual,Jessica Cobb
Boston,Miami,37.61,52.9,Female,individual,Cynthia Bates
Austin,Houston,32.78,54.11,Female,shared,Timothy Andrews
New York,Phoenix,22.64,23.09,Female,individual,Mr. Joel Peters
San Francisco,Atlanta,119.18,15.27,Female,shared,Casey Blanchard
Atlanta,Houston,50.23,4.04,Female,shared,Brian Cervantes
Houston,Austin,117.4,11.25,Female,shared,Jamie Snyder
Austin,Boston,16.45,48.27,Male,individual,Ann Montoya
Houston,Los Angeles,101.29,10.38,Female,shared,Stephanie Fields
Chicago,Phoenix,7.95,1.68,Male,shared,Charles Hernandez
Atlanta,Miami,110.87,5.65,Female,shared,Jean Lane
Phoenix,San Francisco,118.09,38.43,Female,shared,Michael Stewart
Boston,Houston,108.26,18.52,Male,individual,Susan Torres
Los Angeles,Houston,10.95,5.89,Male,shared,Jessica Haas
Houston,Atlanta,104.7,7.54,Male,shared,Brandon Smith
San Francisco,Los Angeles,35.13,11.66,Male,individual,Mrs. Bethany Phillips
Seattle,Boston,49.94,29.97,Male,individual,Joshua Brown
Chicago,Denver,115.31,5.5,Female,individual,Samantha Howard
Seattle,Houston,109.45,48.7,Male,individual,Sharon Young
New York,San Francisco,80.86,38.24,Male,shared,Jennifer Flores
Seattle,Phoenix,60.65,37.23,Male,shared,James Gardner
Miami,Los Angeles,111.56,12.38,Male,shared,Karen Lopez
Miami,Phoenix,92.51,13.76,Female,shared,Tim Larsen
Boston,New York,42.67,13.97,Male,individual,Zachary Santiago
Los Angeles,Denver,27.91,6.43,Female,individual,Benjamin Smith
Phoenix,Denver,55.15,56.83,Male,individual,Katelyn Kim
San Francisco,Boston,84.01,53.35,Female,individual,Angela May MD
Chicago,Atlanta,96.21,35.67,Male,shared,Richard Munoz
Phoenix,Denver,54.85,27.32,Female,individual,Christopher Hicks
Atlanta,Chicago,74.84,26.33,Female,individual,Joanna Kelly
Houston,Chicago,56.68,53.48,Female,individual,Larry Lane
Los Angeles,Atlanta,100.07,39.06,Female,individual,Cynthia Shaw
New York,Chicago,25.69,20.04,Male,individual,Joshua Richardson
Boston,Chicago,29.75,22.93,Male,individual,Laura Bush
Chicago,New York,41.64,1.64,Female,shared,John Vaughn
Denver,Atlanta,96.45,54.03,Male,individual,Nicholas Terrell
Los Angeles,Atlanta,29.4,13.83,Female,shared,Dr. Julie Miller
Atlanta,Houston,53.5,45.62,Female,individual,Ann Kennedy
Boston,Phoenix,10.71,30.14,Male,individual,Toni Miller
Austin,Chicago,19.27,11.1,Female,individual,Rebecca Edwards
Boston,Atlanta,7.45,2.05,Male,individual,Greg Osborne
Los Angeles,San Francisco,101.79,24.77,Male,individual,Jose Harrison
Houston,New York,12.99,6.61,Female,individual,Jennifer Yu
Los Angeles,Seattle,91.67,24.62,Female,individual,Donna Johnson
Atlanta,New York,50.23,42.09,Female,individual,Nicole Acosta
Houston,Chicago,101.95,56.32,Male,shared,Amy Kennedy
Boston,New York,99.93,9.19,Female,individual,Anthony Mooney
Boston,San Francisco,15.12,43.72,Female,shared,Lori Mitchell
Phoenix,New York,34.86,47.31,Male,shared,Jonathan York
Los Angeles,Chicago,35.33,41.59,Female,individual,Casey Campbell
Phoenix,San Francisco,111.36,35.42,Male,shared,Alexis Rodriguez
Seattle,San Francisco,91.6,53.38,Female,individual,Kevin Hernandez
Houston,Chicago,65.0,15.19,Female,individual,Robert Green
Los Angeles,Seattle,93.85,29.48,Male,individual,Kari Lloyd
Los Angeles,Chicago,45.6,50.3,Male,shared,Grace Miller
Phoenix,Chicago,13.64,30.18,Male,shared,Timothy Moore
Houston,Boston,58.84,23.72,Female,shared,Wyatt Townsend II
Seattle,Boston,98.61,45.93,Female,individual,Mark Clark
Phoenix,Denver,80.36,51.02,Male,shared,Haley May
Boston,Seattle,49.34,27.69,Male,individual,Audrey Jackson
Boston,Chicago,36.95,10.69,Female,shared,Eric Reese
San Francisco,Denver,105.76,44.96,Male,shared,Kim James
Denver,San Francisco,35.68,29.1,Female,individual,Karen Thomas
Los Angeles,Chicago,111.6,5.96,Female,shared,Alexandra Ho
San Francisco,Austin,62.75,30.97,Male,individual,Michael Nixon
Los Angeles,Seattle,16.25,39.27,Female,shared,Amanda Hardin
Los Angeles,Boston,51.31,36.05,Female,individual,Tina Reynolds
Chicago,Houston,10.74,15.69,Male,shared,Shannon Rogers
Chicago,New York,107.93,34.94,Male,shared,Brett Pena
Miami,Chicago,36.68,53.07,Female,individual,Raymond Curry
Austin,Chicago,30.29,49.62,Female,individual,Leah Lee
Boston,San Francisco,95.36,21.51,Female,individual,Michael White
Phoenix,New York,15.84,30.69,Female,individual,Megan Decker
Phoenix,Boston,24.58,41.21,Male,shared,Brent Garcia
Seattle,Denver,21.31,1.75,Female,individual,Daniel Campbell
Seattle,New York,25.41,16.57,Male,shared,Alexander Davis
Houston,New York,73.31,58.2,Male,individual,Mary Houston
Boston,Denver,17.58,49.32,Female,shared,Margaret Erickson
Miami,Phoenix,24.24,9.65,Male,shared,Scott Anderson
Los Angeles,Seattle,57.05,44.35,Female,individual,Stephanie Knight
Los Angeles,Seattle,57.76,49.84,Female,individual,Stephanie Dominguez
Miami,Houston,103.55,54.23,Female,shared,John Mayer
Los Angeles,Houston,64.72,38.75,Male,individual,Tammy Hill
Boston,Houston,119.32,22.07,Male,shared,Steven Carrillo
Atlanta,Austin,46.33,44.92,Male,individual,Christopher Jones
Houston,Chicago,116.03,52.75,Female,shared,Janet Cook
Los Angeles,Houston,45.12,20.54,Female,individual,Tyler Baker
Los Angeles,Boston,9.73,31.68,Female,shared,John Mcfarland
Austin,Denver,70.17,47.76,Female,individual,Cassandra Vasquez
Chicago,New York,62.38,41.45,Female,shared,Randy Robinson
Miami,Los Angeles,76.74,40.19,Female,individual,Susan Baldwin
Los Angeles,Chicago,96.98,1.92,Male,shared,Benjamin Duncan
Los Angeles,Atlanta,19.2,29.81,Male,individual,Jeremy Mosley
Seattle,Houston,100.92,3.94,Male,individual,Martin Fitzpatrick
Los Angeles,Miami,81.51,46.36,Male,shared,Deborah Graves
Phoenix,Los Angeles,21.4,44.25,Female,shared,Laura Robertson
Los Angeles,Boston,8.7,56.04,Male,individual,Katherine Graham
Austin,Phoenix,116.19,6.79,Female,individual,Priscilla Floyd
Atlanta,Los Angeles,24.93,26.71,Female,shared,April Finley
Houston,Boston,33.75,25.56,Male,individual,Karen Bradley
Los Angeles,Chicago,39.19,55.7,Female,shared,Heather Maldonado
Austin,Phoenix,16.04,32.07,Female,individual,Mark Benjamin
Denver,Seattle,54.18,25.81,Female,individual,Joseph Woodward
New York,Miami,8.04,46.24,Male,shared,Joe Miranda
Atlanta,Los Angeles,95.46,35.24,Female,shared,Cassandra Williams
Atlanta,Miami,108.49,52.79,Male,individual,Connor Dominguez
San Francisco,Austin,82.06,28.31,Female,shared,Lydia Howard
Chicago,New York,36.07,59.18,Male,individual,Mark Moss
Atlanta,Chicago,99.52,34.36,Female,shared,Corey Cortez
Chicago,Atlanta,82.56,44.62,Male,shared,Katherine Brown
Miami,San Francisco,69.64,58.07,Male,shared,Elizabeth Ferguson
Houston,Phoenix,103.01,18.75,Female,shared,Joann Forbes
Denver,Atlanta,84.09,7.77,Male,shared,Anthony French
Atlanta,Chicago,64.78,15.59,Male,individual,Bruce Roman
New York,Miami,56.04,4.28,Male,individual,Judy Gregory
Austin,Denver,118.01,49.4,Female,individual,Brittany Riley
Houston,Atlanta,19.17,9.63,Male,shared,Amanda Thomas
San Francisco,Houston,32.68,31.18,Male,individual,Kaitlin Hardin
Denver,Los Angeles,38.29,6.9,Female,individual,Michael Anderson
Houston,Los Angeles,49.99,42.16,Male,individual,Anthony Parker
Austin,Phoenix,22.04,17.72,Male,individual,Joy Jackson
New York,Atlanta,39.82,39.06,Female,shared,Sabrina Rodriguez
Seattle,San Francisco,58.81,43.66,Female,shared,Robert Walker PhD
San Francisco,Seattle,62.57,51.8,Male,individual,Robert Hendrix
Phoenix,Miami,49.92,4.7,Male,individual,Erika Daugherty
Houston,Atlanta,44.02,43.2,Male,individual,Brenda Copeland
Houston,Los Angeles,111.2,5.02,Female,individual,Pamela Watkins
Denver,Atlanta,80.78,34.99,Female,shared,Bryan Thomas
Phoenix,Seattle,72.72,35.26,Female,shared,Michael Tran
New York,Phoenix,102.98,10.39,Male,shared,Timothy Williams
Denver,Houston,59.79,45.83,Male,shared,Ryan Salazar
San Francisco,Austin,91.92,25.78,Male,shared,Alexis Tucker
Atlanta,Los Angeles,18.16,50.96,Male,individual,Christopher Davis
Seattle,Atlanta,77.6,2.74,Male,individual,Stacie Butler
Chicago,Denver,48.43,59.34,Male,shared,Patricia Schwartz
Los Angeles,Denver,55.31,17.88,Male,shared,Mark Mills
Austin,Miami,98.0,12.35,Male,shared,Todd Bishop
Boston,New York,98.15,53.7,Female,individual,Christopher Porter
Atlanta,Miami,104.42,21.1,Female,shared,Lori Patton
Boston,Atlanta,100.17,30.55,Female,shared,Aaron Young
Chicago,Denver,54.16,23.19,Male,shared,Joseph Davis
San Francisco,Miami,39.3,7.96,Male,shared,Philip Fernandez
Atlanta,Miami,43.06,14.22,Female,individual,Randy Hopkins
Austin,Seattle,12.81,52.42,Female,shared,Cory Hogan
Miami,Atlanta,32.76,31.55,Female,individual,Tracy Wells
Atlanta,New York,67.78,53.62,Female,individual,Michael Williams
Houston,New York,8.71,25.86,Male,individual,Dominique Hamilton
New York,San Francisco,28.49,49.19,Female,shared,Robert Chang
Boston,Denver,13.38,56.93,Male,individual,Patrick Buckley
Chicago,Austin,73.79,37.13,Male,individual,Richard Washington
San Francisco,Los Angeles,88.18,7.14,Female,shared,Steven Griffith
Houston,Seattle,54.62,18.9,Male,shared,Erika Gonzalez
New York,Phoenix,93.97,48.87,Female,shared,Erika Maxwell
Miami,Denver,11.0,46.18,Male,individual,Brent Rojas
Phoenix,Austin,68.2,7.82,Male,individual,Jaime Walker
Seattle,Boston,44.46,55.17,Male,shared,John Zamora
Chicago,Atlanta,6.16,25.37,Male,shared,Timothy Gibson
Phoenix,Boston,98.45,5.52,Male,individual,Chad Cortez
San Francisco,Los Angeles,10.03,21.63,Male,individual,Vanessa Harris
San Francisco,Atlanta,50.75,39.8,Male,shared,Michael Brown
Los Angeles,Miami,28.67,42.61,Female,shared,Samuel Ellis
Denver,Los Angeles,113.26,47.03,Female,shared,Greg Tanner
